partition,pca_1,pca_2,kmeans_segment,gmm_segment
train,1.3646018646137674,-0.720369647304138,0,0
train,-1.6767631774964262,0.17262757086285915,1,2
train,-0.24928563439284807,-0.5578005035727824,3,2
train,0.43442061385373676,-0.5515973576909884,0,0
train,-2.108655507371541,0.49416424452622576,1,2
train,0.5823949129370589,-0.044913363821355246,3,0
train,-1.5395375134787501,1.0354460517324209,4,5
train,0.4359630873173845,-0.034005926544776764,4,6
train,-1.7403785076852847,0.27147025311742284,1,2
train,-0.6470071429377718,-0.34394961381673117,1,2
train,0.7740219412927772,-1.015022096167039,3,0
train,-0.4738467790969323,-0.2118742132029104,1,6
train,-1.8384266480266034,0.06956432714439424,1,2
train,-0.3684904879566899,-0.5325163577015901,3,2
train,-1.902044201404522,0.26136838032633414,1,2
train,-0.31477046337040027,-0.18014917851858162,3,6
train,0.7531578879085604,-0.11104401306826095,3,6
train,2.991290602012692,1.21275383946837,0,4
train,0.5238879514618073,-0.6975978495664221,3,0
train,-0.2489123350949041,-0.5307486405525064,3,6
train,1.4465676232795939,0.25469489425111463,0,4
train,0.9824697312760994,-0.29377757794032283,2,6
train,-0.653181947327457,-0.4206754737301952,1,6
train,-1.1358412201378678,-0.18688348388928067,1,2
train,-0.3217463693507869,-0.21943495530831464,3,6
train,0.8042346709648385,-0.7408443693832767,0,1
train,-0.6122589076175845,1.0940160678851887,4,5
train,-1.032054324146836,-0.2100443312209016,1,2
train,0.709221091731551,-0.207276660970443,3,3
train,-1.121355330407171,0.047519979677672616,1,2
train,-1.6428199637726686,1.45335302480245,4,7
train,-1.565080759788329,-0.00039083552358827616,1,2
train,-2.2815417632700026,0.48160479015243285,1,2
train,-1.489859964786282,0.7998022259701107,1,7
train,-0.9852824979660623,-0.31344984229777606,1,2
train,-1.1744090820434427,0.0675242048556423,1,2
train,0.28171222408393654,-0.32985749529473435,0,1
train,0.2112281858580048,-0.238591473861597,4,6
train,-1.0897906112267293,-0.11562400440897382,1,2
train,0.5770432981423358,-0.008363562057388625,3,6
train,-1.569885525659124,0.11933497297791502,1,2
train,-1.9461098863350952,0.49980375199906313,1,7
